scope,model,seed,fold,image_count,class_coverage,source_group_count,accuracy,source_macro_accuracy,balanced_accuracy,macro_f1,cross_entropy_loss,test_loss
fold,UNI,11,5,1061,8,1,0.764373232799246,0.764373232799246,0.9035644224733208,0.8326082893831106,0.4650597163099247,0.4650597163099247
fold,UNI,11,6,503,7,1,0.8469184890656064,0.8469184890656064,0.8241455028021492,0.6792352513667674,0.7607119217559022,0.7607119217559022
fold,UNI,11,7,389,6,1,0.519280205655527,0.519280205655527,0.781953210865128,0.49529004517628017,1.2759432793045429,1.2759432793045429
fold,UNI,11,8,342,6,1,0.8099415204678363,0.8099415204678363,0.8471738499302667,0.6279729775302314,0.6226662602695916,0.6226662602695916
fold,UNI,11,9,238,7,1,0.9453781512605042,0.9453781512605042,0.9376102037756172,0.8108591726941934,0.22094763136802834,0.22094763136802834
aggregate_oof,UNI,23,-1,5000,8,10,0.8384,0.839868297440176,0.8384,0.8401712718820815,0.5588027779231736,0.5588027779231736
fold,UNI,23,0,401,6,1,0.9551122194513716,0.9551122194513716,0.9449891067538126,0.6999760424368973,0.14977084095941715,0.14977084095941715
fold,UNI,23,1,284,6,1,0.8485915492957746,0.8485915492957746,0.6469654088050315,0.4909664634583728,0.30603302054954945,0.30603302054954945
fold,UNI,23,2,740,7,1,0.8162162162162162,0.8162162162162162,0.8051903392239527,0.6989781029510393,0.5716487030984545,0.5716487030984545
fold,UNI,23,3,381,6,1,0.9133858267716536,0.9133858267716536,0.9314516129032259,0.6458446349890128,0.2614193019174382,0.2614193019174382
fold,UNI,23,4,661,7,1,0.8411497730711044,0.8411497730711044,0.8497343003735754,0.6814255423956322,0.5095427327631711,0.5095427327631711
fold,UNI,23,5,1061,8,1,0.8661639962299718,0.8661639962299718,0.9379022412735952,0.8863569592858609,0.48199850232317043,0.48199850232317043
fold,UNI,23,6,503,7,1,0.8508946322067594,0.8508946322067594,0.8293930563690306,0.6844354917066935,0.8312280443594876,0.8312280443594876
fold,UNI,23,7,389,6,1,0.5295629820051414,0.5295629820051414,0.7774375883184174,0.49393516325231734,1.597245694992154,1.597245694992154
fold,UNI,23,8,342,6,1,0.8070175438596491,0.8070175438596491,0.8417975058442452,0.6252308051520898,0.5969241759980964,0.5969241759980964
